1138753367,239436158
1159965184,52742418
1175767956,1880400
1215928454,67082962
1275509578,1325661
1276898167,795614
1280395632,473901094
1320762585,24444632
1429808510,16434538
1499438487,15858271
1499442859,10279282
1499446374,12714467
1499447368,6079171
1499450313,198512
1499480076,1720794
1499665212,8371808
1500380161,921865
1500753111,87820
1503849808,1442659
1505859266,32534011
1505866948,12723456
1505892938,8323761
1505899046,17592202
1505899665,5140889
1505906373,12494434
1505909259,13458400
1505920626,12291121
1505937553,13102371
1505955225,1093463
1505987476,2213256
1505988413,134770
1505992951,909170
1505998334,129140
1506014305,1907530
1506017104,71244679
1506067261,2136239
1506075634,104705380
1506107106,10638851
1506230499,535931
1506273790,24611248
1506420847,34619293
1506776884,1028
1507225995,7650296
1507270858,7701
1509203745,50238112
1510870624,7220346
1511606728,3407653
1511781298,6234674
1512583281,3977338
1513742946,9362416
1513771991,108174984
1513932639,10260204
1513940542,11863016
1513985634,11197288
1514253925,11949163
1514823786,170251771
1515692462,27425736
1515827226,1405624
1516323475,8956
1516431914,101219027
1517487257,11059983
1517529457,20882913
1519571079,20293677
1520992068,9388544
1521979837,44059268
1522496288,20500060
1523326794,1800284
1523551775,1979201
1523955619,41097803
1524030858,46650583
1524717816,56915882
1525721008,24263392
1528598884,6922039
1529739503,23637699
1529908703,11664220
1532229973,1885245
1535625126,5042369
1538291639,6080340
1538296355,2755985
1538579595,1672
1538590670,1675
1538593525,1684
1538601518,9218
1542494793,5834909
1548794179,108873751
1556867055,23267260
1557189556,479661001
1569876064,104900728
1574775592,137273318
1584892586,934787
1598227531,11682306
1600752540,98110366
1608392064,118097243
1613148046,727159
1621073953,207489886
1624186879,7915755
1627494783,5187675
1631255359,86786279
1631909381,925058
1651296237,52068530
1654775087,46097623
1655513556,9543548
1661826292,295737414
1664531716,202817596
1669813647,55985623
1670429864,46697142
1682884675,21317303
1686127708,34744437
1686587848,1768679
1688646079,2841461
1690042777,16817
1692024434,19926444
1693471066,20355270
1696305778,6991352
1701382576,109529743
1702814887,3600034
1704532995,4049129
1712488718,11102333
1716010416,4976436
1727034102,3879005
1731067069,26413123
1748697102,128130275
1763337499,32289053
1770843329,3323300
1771478092,15643491
1778268163,14983102
1789332739,3232822
1799614457,48736149
1806103808,11364325
1815898410,626356486
1816539871,9240861
1816972361,10343884
1818243109,3694484
1818683123,2947025
1820213109,7546665
1820313424,12538055
1820391149,6635653
1826726879,2197757794
1830655790,81083540
1835400304,10263499
1839034476,20847619
1839870846,63844131
1842148905,15724884
1844655903,39899203
1845458648,35422367
1849546751,47291826
1863895973,20548048
1870006686,13303092
1886839591,1781665
1887102954,1103663237
1894441092,81339858
1899345096,16525496
1905839571,15535627
1916067825,31215000
1921858248,10017691
1923920758,53601040
1933361977,4973536
1933364593,27672049
1933366445,11677259
1933367936,9986554
1933370088,9713531
1985932127,6259984
2000478854,599525718
2018916458,80287828
2022494648,4594526
2023519840,12663449
2031244841,18134004
2033321845,192616330
2036145029,61351977
2060844495,4476548
2073446152,13650387
2083531645,21755525
2106464048,72679399
2108671952,11653682
2127303208,12868537
2131777908,8021991
2139041709,1657731
2171240173,46604650
2197589831,7319260
2198947843,383509549
2210513381,11614627
2210515288,26143988
